,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Eisenhower,Fillmore,2500,158801,9,2
,Bush,Obama,1000,108001,8,5
,Reagan,Arthur,2500,69801,8,7
,Taft,Clinton,1000,193301,8,1
,Coolidge,Madison,1500,74801,7,6
,Jefferson,Buren,2000,45801,5,8
,Monroe,Ford,1500,108001,6,3
,Lincoln,Tyler,2500,108001,3,4
,Garfield,Buchanan,4000,33801,3,9
,総取引における距離の平均,2055.0,合算地,18500,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,6.0
,売りたい家の数,10,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Kennedy,Washington,2500,94401,7,6
,Ford,Truman,500,115201,7,5
,Clinton,Taft,1000,348001,6,1
,Obama,Coolidge,500,45801,6,7
,Tyler,Jackson,1500,312801,2,2
,Fillmore,Pierce,3000,168001,5,4
,Arthur,Nixson,2000,309800,7,3
,総取引における距離の平均,1571.0,合算地,11000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,5.0
,売りたい家の数,6,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Reagan,1500,245001,5,3
,Truman,Roosevelt,500,257501,4,2
,Washington,Bush,2000,97001,4,5
,Jackson,Polk,2000,198001,4,4
,Pierce,Kennedy,2500,309800,5,1
,総取引における距離の平均,1700.0,合算地,8500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,5,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Roosevelt,Grant,3500,108001,3,4
,Carter,Mckinley,2000,302401,2,2
,Polk,Harrison,2000,336001,2,1
,Hayes,Eisenhower,4500,218700,4,3
,総取引における距離の平均,3000.0,合算地,12000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,6,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Grant,Madison,1500,74801,4,3
,Cleveland,Buren,1000,33801,3,4
,Harrison,Hayes,1000,309801,1,1
,Mckinley,Carter,2000,302400,4,2
,総取引における距離の平均,1375.0,合算地,5500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,10,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Madison,Taylor,1500,26401,4,4
,Monroe,Buchanan,1000,108001,3,1
,Buren,Cleveland,1000,94401,1,2
,Garfield,Jefferson,4000,33800,2,3
,総取引における距離の平均,1875.0,合算地,7500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,12,買いたい家の数,8,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Kennedy,Tyler,2000,94401,8,6
,Reagan,Garfield,3000,69801,7,7
,Taft,Arthur,1500,193301,6,5
,Hoover,Monroe,1500,257501,8,2
,Adams,Obama,1000,232701,4,4
,Jefferson,Fillmore,2500,45801,6,8
,Taylor,Lincoln,1500,264801,3,1
,Buchanan,Ford,1500,247900,8,3
,総取引における距離の平均,1812.0,合算地,14500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,6.0
,売りたい家の数,9,買いたい家の数,8,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Ford,Kennedy,1500,115201,7,6
,Obama,Reagan,1500,45801,6,8
,Jackson,Taft,2500,198001,7,4
,Tyler,Nixson,1500,312801,5,1
,Fillmore,Hoover,1000,168001,3,5
,Pierce,Truman,1500,309801,5,3
,Lincoln,Adams,1000,108001,3,7
,Arthur,Eisenhower,2500,309801,8,2
,総取引における距離の平均,1625.0,合算地,13000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,5.0
,売りたい家の数,5,買いたい家の数,6,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Bush,Clinton,1500,108001,5,4
,Nixson,Jackson,3000,309801,3,1
,Truman,Polk,3500,257501,2,2
,Coolidge,Pierce,2500,74801,2,5
,Hayes,Johnson,5000,218700,1,3
,総取引における距離の平均,3100.0,合算地,15500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,7,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Eisenhower,Coolidge,2000,158801,4,4
,Clinton,Washington,3500,348001,3,1
,Polk,Hayes,3000,336001,2,2
,Cleveland,Mckinley,1000,33801,1,5
,Harrison,Carter,1500,309800,1,3
,総取引における距離の平均,2200.0,合算地,11000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,6,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Carter,Roosevelt,1500,2,4,5
,Washington,Bush,2000,2,5,2
,Monroe,Harrison,1500,2,3,5
,Garfield,Grant,3000,2,4,3
,Mckinley,Cleveland,1000,2,2,4
,総取引における距離の平均,1800.0,合算地,9000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,9,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Roosevelt,Buchanan,2500,2,2,3
,Adams,Garfield,2500,2,3,3
,Grant,Monroe,1000,2,3,3
,総取引における距離の平均,2000.0,合算地,6000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
