,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,総取引における距離の平均,1833.0,合算地,22000,何番目に好きな人に売れたの平均,6.0,何番目に好きな人から買えたの平均,8.0
,売りたい家の数,11,買いたい家の数,9,
,売れた家の数,9,買えた家の数,9,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Kennedy,Fillmore,2500,94401,8,9
,Taft,Roosevelt,1500,193301,8,8
,Truman,Ford,500,257501,7,5
,Jackson,Carter,1500,198001,6,7
,Polk,Clinton,500,336001,5,1
,Tyler,Coolidge,1000,312801,4,2
,Taylor,Jefferson,1000,264801,3,4
,Hayes,Buchanan,1500,218701,2,6
,Mckinley,Bush,3500,302400,9,3
,総取引における距離の平均,1500.0,合算地,13500,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,5.0
,売りたい家の数,5,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Roosevelt,Eisenhower,500,108001,4,3
,Carter,Kennedy,2000,302401,3,1
,Jefferson,Reagan,1000,45801,5,5
,Fillmore,Mckinley,1500,168001,2,2
,Buren,Johnson,3500,94400,5,4
,総取引における距離の平均,1700.0,合算地,8500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,2,買いたい家の数,1,
,売れた家の数,1,買えた家の数,1,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Reagan,Buren,2000,69800,1,1
,総取引における距離の平均,2000.0,合算地,2000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,3,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Nixson,Arthur,2000,309801,2,1
,Lincoln,Cleveland,2500,108001,2,2
,総取引における距離の平均,2250.0,合算地,4500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,10,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Bush,Washington,2000,108001,6,5
,Ford,Coolidge,1500,115201,6,4
,Pierce,Garfield,4500,309801,5,2
,Buchanan,Adams,1500,247901,5,3
,Arthur,Obama,1000,309801,6,1
,Cleveland,Lincoln,2500,33801,3,6
,総取引における距離の平均,2166.0,合算地,13000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,5.0
,売りたい家の数,16,買いたい家の数,8,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Eisenhower,Monroe,3000,158801,8,4
,Obama,Buchanan,2500,45801,8,7
,Coolidge,Jackson,1500,74801,6,6
,Adams,Polk,2000,232701,5,3
,Washington,Tyler,3500,97001,4,5
,Garfield,Taylor,5000,33801,5,8
,Harrison,Pierce,3000,309801,4,1
,Mckinley,Madison,1500,302400,4,2
,総取引における距離の平均,2750.0,合算地,22000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,5.0
,売りたい家の数,15,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Madison,Carter,500,26401,6,7
,Monroe,Clinton,2000,108001,7,5
,Jackson,Jefferson,1500,198001,4,4
,Polk,Buren,1500,336001,3,1
,Tyler,Harrison,1500,312801,2,2
,Taylor,Mckinley,3000,264801,1,3
,Grant,Ford,2500,74800,5,6
,総取引における距離の平均,1785.0,合算地,12500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,7,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Reagan,Eisenhower,1000,69801,6,6
,Taft,Roosevelt,1500,193301,5,4
,Carter,Bush,1500,302401,5,2
,Clinton,Nixson,500,348001,3,1
,Jefferson,Grant,2000,45801,2,7
,Buren,Fillmore,500,94401,3,5
,Hayes,Johnson,5000,218700,7,3
,総取引における距離の平均,1714.0,合算地,12000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,3,買いたい家の数,6,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Hoover,Taft,500,257501,3,1
,Fillmore,Hayes,2000,168001,1,2
,総取引における距離の平均,1250.0,合算地,2500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,8,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Buchanan,3500,245001,4,4
,Roosevelt,Lincoln,3000,108001,3,5
,Nixson,Arthur,2000,309801,5,2
,Truman,Cleveland,3000,257501,1,3
,Pierce,Ford,1000,309801,5,1
,総取引における距離の平均,2500.0,合算地,12500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,10,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Eisenhower,Truman,1000,2,6,7
,Bush,Washington,2000,2,6,7
,Ford,Hoover,1000,2,7,2
,Buchanan,Obama,2500,2,5,2
,Lincoln,Pierce,1000,2,3,4
,Arthur,Garfield,500,2,2,5
,Cleveland,Mckinley,1000,2,1,6
,総取引における距離の平均,1285.0,合算地,9000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,10,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Obama,Nixson,1000,2,6,7
,Adams,Reagan,1500,2,7,7
,Washington,Madison,1000,2,5,2
,Polk,Taylor,4500,2,7,5
,Garfield,Monroe,3000,2,4,3
,Harrison,Tyler,1500,2,3,6
,Mckinley,Jackson,500,2,3,4
,総取引における距離の平均,1857.0,合算地,13000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,5.0
