,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,総取引における距離の平均,1437.0,合算地,11500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,6.0
,売りたい家の数,11,買いたい家の数,9,
,売れた家の数,9,買えた家の数,9,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Nixson,Hoover,1000,309801,8,4
,Truman,Ford,500,257501,9,6
,Carter,Coolidge,1000,302401,8,5
,Madison,Washington,1000,26401,6,9
,Tyler,Clinton,1000,312801,6,1
,Pierce,Taft,2500,309801,9,2
,Buchanan,Jefferson,1000,247901,4,7
,Lincoln,Hayes,1000,108001,6,8
,Arthur,Obama,1000,309801,2,4
,総取引における距離の平均,1111.0,合算地,10000,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,6.0
,売りたい家の数,11,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Hoover,Truman,1500,257501,5,1
,Ford,Carter,500,115201,5,3
,Obama,Madison,2000,45801,5,6
,Coolidge,Adams,500,74801,3,5
,Washington,Polk,4000,97001,3,4
,Hayes,Nixson,4000,218700,6,2
,総取引における距離の平均,2083.0,合算地,12500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,6,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Adams,Monroe,500,232701,1,2
,Polk,Reagan,2500,336000,2,1
,総取引における距離の平均,1500.0,合算地,3000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,7,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Fillmore,3000,245001,2,1
,Reagan,Taylor,2000,69801,3,3
,Monroe,Jackson,500,108000,3,2
,総取引における距離の平均,1833.0,合算地,5500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,8,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Roosevelt,Kennedy,1500,108001,7,5
,Taft,Clinton,1000,193301,6,3
,Jackson,Jefferson,1500,198001,4,2
,Fillmore,Cleveland,500,168001,5,4
,Buren,Garfield,2000,94401,6,6
,Taylor,Harrison,3500,264801,1,1
,総取引における距離の平均,1666.0,合算地,10000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,11,買いたい家の数,9,
,売れた家の数,9,買えた家の数,9,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Bush,Truman,1500,108001,9,6
,Nixson,Tyler,1500,309801,8,4
,Clinton,Taft,1000,348001,8,1
,Jefferson,Buren,2000,45801,5,7
,Pierce,Roosevelt,2000,309801,9,3
,Lincoln,Buchanan,500,108001,7,6
,Garfield,Madison,3500,33801,5,8
,Cleveland,Carter,2000,33801,2,9
,Harrison,Mckinley,500,309801,1,2
,総取引における距離の平均,1611.0,合算地,14500,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,6.0
,売りたい家の数,10,買いたい家の数,9,
,売れた家の数,9,買えた家の数,9,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Hoover,Bush,1000,257501,9,6
,Truman,Eisenhower,1000,257501,9,5
,Carter,Kennedy,2000,302401,8,3
,Obama,Nixson,1000,45801,8,8
,Madison,Grant,1500,26401,8,9
,Tyler,Coolidge,1000,312801,5,1
,Buchanan,Pierce,500,247901,4,7
,Arthur,Lincoln,3000,309801,6,2
,Mckinley,Hayes,500,302401,1,4
,総取引における距離の平均,1277.0,合算地,11500,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,6.0
,売りたい家の数,6,買いたい家の数,7,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Kennedy,Hoover,1500,94401,5,4
,Ford,Adams,1000,115201,5,3
,Coolidge,Obama,500,74801,3,5
,Polk,Washington,4000,336001,2,1
,Grant,Johnson,4500,74801,6,6
,Hayes,Arthur,2000,218701,1,2
,総取引における距離の平均,2250.0,合算地,13500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,4,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Ford,2000,245001,2,1
,Adams,Polk,2000,232701,1,2
,総取引における距離の平均,2000.0,合算地,4000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,2,買いたい家の数,6,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Buren,Taft,2000,94401,2,2
,Taylor,Johnson,2500,264800,2,1
,総取引における距離の平均,2250.0,合算地,4500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,10,買いたい家の数,9,
,売れた家の数,9,買えた家の数,9,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Eisenhower,Nixson,1500,2,9,9
,Bush,Reagan,500,2,9,8
,Taft,Clinton,1000,2,7,2
,Washington,Jackson,2000,2,6,3
,Jefferson,Buren,2000,2,7,9
,Monroe,Harrison,1500,2,6,8
,Pierce,Fillmore,3000,2,6,4
,Lincoln,Taylor,1500,2,4,5
,Cleveland,Garfield,1000,2,6,8
,総取引における距離の平均,1555.0,合算地,14000,何番目に好きな人に売れたの平均,6.0,何番目に好きな人から買えたの平均,6.0
,売りたい家の数,13,買いたい家の数,8,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Reagan,Monroe,2000,2,7,8
,Nixson,Madison,2000,2,8,2
,Hoover,Tyler,1500,2,7,8
,Clinton,Pierce,3500,2,5,3
,Jackson,Buchanan,1500,2,4,4
,Fillmore,Lincoln,2000,2,3,5
,Garfield,Arthur,500,2,2,6
,Harrison,Cleveland,500,2,1,7
,総取引における距離の平均,1687.0,合算地,13500,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Washington,Mckinley,2500,97001,1,2
,Monroe,Harrison,1500,108000,2,1
,総取引における距離の平均,2000.0,合算地,4000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Harrison,Cleveland,500,309801,2,1
,総取引における距離の平均,500.0,合算地,500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Cleveland,Harrison,500,33801,1,2
,Mckinley,Arthur,1500,302400,1,1
,総取引における距離の平均,1000.0,合算地,2000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Arthur,Mckinley,1500,309801,1,2
,Harrison,Cleveland,500,309801,2,2
,総取引における距離の平均,1000.0,合算地,2000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Nixson,Garfield,1500,309801,4,1
,Taylor,Harrison,3500,264801,3,3
,Cleveland,Arthur,500,33801,3,4
,Mckinley,Hayes,500,302400,2,2
,総取引における距離の平均,1500.0,合算地,6000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Ford,Cleveland,2500,115201,5,5
,Carter,Lincoln,1500,302401,6,3
,Hayes,Grant,500,218701,5,4
,Garfield,Buchanan,4000,33801,5,6
,Arthur,Mckinley,1500,309801,4,1
,Harrison,Pierce,3000,309801,2,2
,総取引における距離の平均,2166.0,合算地,13000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Pierce,Taylor,500,309801,5,1
,Buchanan,Hayes,1500,247901,4,3
,Lincoln,Harrison,2000,108001,4,4
,Grant,Garfield,3000,74801,6,5
,Cleveland,Arthur,500,33801,5,6
,Mckinley,Buren,1000,302400,6,2
,総取引における距離の平均,1416.0,合算地,8500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,5.0
,売りたい家の数,31,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Buren,Lincoln,1500,94401,4,4
,Hayes,Mckinley,500,218701,4,3
,Garfield,Grant,3000,33801,4,5
,Arthur,Cleveland,500,309801,3,1
,Harrison,Buchanan,2500,309801,5,2
,総取引における距離の平均,1600.0,合算地,8000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,29,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Reagan,Taylor,2000,69801,6,6
,Taft,Hayes,3500,193301,6,3
,Buchanan,Arthur,3500,247901,5,2
,Lincoln,Harrison,2000,108001,4,4
,Grant,Pierce,1500,74801,5,5
,Cleveland,Garfield,1000,33801,5,7
,Mckinley,Buren,1000,302400,1,1
,総取引における距離の平均,2071.0,合算地,14500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,28,買いたい家の数,8,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Coolidge,Tyler,1000,74801,7,7
,Buren,Lincoln,1500,94401,6,6
,Taylor,Fillmore,3500,264801,8,4
,Pierce,Buchanan,500,309801,7,1
,Hayes,Grant,500,218701,5,5
,Garfield,Cleveland,1000,33801,3,8
,Arthur,Polk,1000,309801,3,2
,Harrison,Mckinley,500,309801,1,3
,総取引における距離の平均,1187.0,合算地,9500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,5.0
,売りたい家の数,28,買いたい家の数,8,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Polk,Buren,1500,336001,7,1
,Tyler,Taylor,4000,312801,6,2
,Fillmore,Pierce,3000,168001,5,5
,Buchanan,Garfield,4000,247901,4,4
,Lincoln,Arthur,3000,108001,7,6
,Grant,Hayes,500,74801,6,7
,Cleveland,Harrison,500,33801,2,8
,Mckinley,Jackson,500,302400,8,3
,総取引における距離の平均,2125.0,合算地,17000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,5.0
,売りたい家の数,28,買いたい家の数,8,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Jackson,Tyler,1500,198001,7,6
,Buren,Lincoln,1500,94401,7,7
,Taylor,Fillmore,3500,264801,6,4
,Pierce,Buchanan,500,309801,5,1
,Hayes,Mckinley,500,218701,4,5
,Garfield,Grant,3000,33801,4,8
,Arthur,Polk,1000,309801,8,2
,Harrison,Cleveland,500,309801,2,3
,総取引における距離の平均,1500.0,合算地,12000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,5.0
,売りたい家の数,28,買いたい家の数,8,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Polk,Buren,1500,336001,7,1
,Tyler,Taylor,4000,312801,6,2
,Fillmore,Hayes,2000,168001,7,5
,Buchanan,Pierce,500,247901,6,4
,Lincoln,Arthur,3000,108001,8,6
,Grant,Harrison,1500,74801,6,7
,Cleveland,Garfield,1000,33801,4,8
,Mckinley,Jackson,500,302400,8,3
,総取引における距離の平均,1750.0,合算地,14000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,6.0
,売りたい家の数,28,買いたい家の数,8,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Jackson,Tyler,1500,198001,8,6
,Buren,Lincoln,1500,94401,8,7
,Taylor,Fillmore,3500,264801,6,4
,Pierce,Buchanan,500,309801,5,1
,Hayes,Cleveland,1500,218701,4,5
,Garfield,Grant,3000,33801,4,8
,Arthur,Polk,1000,309801,8,2
,Harrison,Mckinley,500,309801,1,3
,総取引における距離の平均,1625.0,合算地,13000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,5.0
,売りたい家の数,28,買いたい家の数,8,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Polk,Buren,1500,336001,7,1
,Tyler,Taylor,4000,312801,6,2
,Fillmore,Pierce,3000,168001,5,5
,Buchanan,Hayes,1500,247901,4,4
,Lincoln,Harrison,2000,108001,7,6
,Grant,Arthur,2500,74801,7,7
,Cleveland,Garfield,1000,33801,5,8
,Mckinley,Jackson,500,302400,8,3
,総取引における距離の平均,2000.0,合算地,16000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,6.0
,売りたい家の数,28,買いたい家の数,8,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Jackson,Tyler,1500,198001,7,6
,Buren,Lincoln,1500,94401,7,7
,Taylor,Fillmore,3500,264801,6,4
,Pierce,Buchanan,500,309801,5,1
,Hayes,Grant,500,218701,3,5
,Garfield,Cleveland,1000,33801,5,8
,Arthur,Polk,1000,309801,8,2
,Harrison,Mckinley,500,309801,1,3
,総取引における距離の平均,1250.0,合算地,10000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,5.0
,売りたい家の数,27,買いたい家の数,9,
,売れた家の数,9,買えた家の数,9,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Polk,Monroe,2500,336001,8,1
,Tyler,Jackson,1500,312801,7,2
,Fillmore,Buren,500,168001,6,6
,Pierce,Arthur,4000,309801,7,3
,Buchanan,Taylor,1000,247901,5,5
,Lincoln,Harrison,2000,108001,5,7
,Grant,Hayes,500,74801,3,8
,Cleveland,Garfield,1000,33801,7,9
,Mckinley,Madison,1500,302400,9,4
,総取引における距離の平均,1611.0,合算地,14500,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,6.0
,売りたい家の数,28,買いたい家の数,8,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Madison,Grant,1500,26401,8,8
,Jackson,Fillmore,1000,198001,7,5
,Buren,Pierce,2500,94401,6,6
,Taylor,Buchanan,1000,264801,5,3
,Hayes,Lincoln,1000,218701,4,4
,Garfield,Cleveland,1000,33801,6,7
,Arthur,Mckinley,1500,309801,1,1
,Harrison,Tyler,1500,309801,8,2
,総取引における距離の平均,1375.0,合算地,11000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,5.0
,売りたい家の数,29,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Tyler,Taylor,4000,312801,6,1
,Fillmore,Pierce,3000,168001,5,4
,Buchanan,Hayes,1500,247901,4,3
,Lincoln,Garfield,3500,108001,3,5
,Grant,Arthur,2500,74801,5,6
,Cleveland,Harrison,500,33801,2,7
,Mckinley,Buren,1000,302400,7,2
,総取引における距離の平均,2285.0,合算地,16000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,29,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Buren,Fillmore,500,94401,6,6
,Taylor,Buchanan,1000,264801,5,4
,Pierce,Lincoln,1000,309801,4,1
,Hayes,Grant,500,218701,3,5
,Garfield,Cleveland,1000,33801,5,7
,Arthur,Tyler,500,309801,7,2
,Harrison,Mckinley,500,309801,1,3
,総取引における距離の平均,714.0,合算地,5000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,29,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Tyler,Taylor,4000,2,6,7
,Fillmore,Buren,500,2,7,2
,Buchanan,Pierce,500,2,5,3
,Lincoln,Hayes,1000,2,4,4
,Grant,Garfield,3000,2,3,5
,Cleveland,Arthur,500,2,2,6
,Mckinley,Harrison,500,2,1,7
,総取引における距離の平均,1428.0,合算地,10000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,29,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Buren,Fillmore,500,2,6,7
,Taylor,Tyler,4000,2,7,2
,Pierce,Buchanan,500,2,5,3
,Hayes,Lincoln,1000,2,4,4
,Garfield,Grant,3000,2,3,5
,Arthur,Cleveland,500,2,2,6
,Harrison,Mckinley,500,2,1,7
,総取引における距離の平均,1428.0,合算地,10000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,35,買いたい家の数,1,
,売れた家の数,1,買えた家の数,1,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Cleveland,Mckinley,1000,33800,1,1
,総取引における距離の平均,1000.0,合算地,1000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,35,買いたい家の数,1,
,売れた家の数,1,買えた家の数,1,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Mckinley,Harrison,500,302400,1,1
,総取引における距離の平均,500.0,合算地,500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,35,買いたい家の数,1,
,売れた家の数,1,買えた家の数,1,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Harrison,Mckinley,500,309800,1,1
